What is the title of the course presented in the lecture slides?,Foundations of Information Systems,Databases and Data Warehouses,Business Intelligence,Systems Development,Foundations of Information Systems
"Which Systems Analyst skill is needed to 'Parse data and information to develop creative, rational solutions'?",Technical,Business,Analytical,Interpersonal,Analytical
"Which Systems Analyst skill is needed to 'Communicate effectively, one-on-one with users... and to write reports'?",Technical,Business,Analytical,Interpersonal,Interpersonal
"Which Systems Analyst skill is needed to 'deal fairly, honestly, and ethically'?",Management,Ethical,Analytical,Business,Ethical
Using Amazon Web Services (AWS) or Microsoft Azure is an example of what type of IS investment?,Applications and Software,Data Analytics and BI,Cybersecurity,Infrastructure,Infrastructure
A manufacturing company investing in an ERP system is an example of what type of IS investment?,Applications and Software,Data Analytics and BI,Cybersecurity,Infrastructure,Applications and Software
A healthcare organization using 'predictive analytics to improve patient outcomes' is an example of what type of IS investment?,Applications and Software,Data Analytics and BI,Cybersecurity,Infrastructure,Data Analytics and BI
An e-commerce company implementing 'secure payment processing systems' is an example of what type of IS investment?,Applications and Software,Data Analytics and BI,Cybersecurity,Infrastructure,Cybersecurity
What IS investment challenge is related to 'systems that become obsolete too soon'?,High Upfront Costs,Rapid Technology Changes,Change Management,Security Concerns,Rapid Technology Changes
What IS investment challenge is related to 'user retraining' and 'resistance'?,High Upfront Costs,Rapid Technology Changes,Change Management,Security Concerns,Change Management
'Dashboards and reporting tools that help monitor performance metrics' are an example of which value?,Automating,Informating,Strategizing,Cybersecurity,Informating
'Error Reduction' and 'Cycle Time Reduction' are examples of what kind of metrics?,Financial Metrics,Operational Efficiency,Productivity Metrics,Strategic Value,Operational Efficiency
'Customer Satisfaction' and 'Service Quality' are examples of what kind of metrics?,Financial Metrics,Operational Efficiency,Customer-Related Metrics,Strategic Value,Customer-Related Metrics
'Competitive Advantage' and 'Agility & Adaptability' are examples of what kind of value?,Financial Metrics,Operational Efficiency,Customer-Related Metrics,Strategic Value,Strategic Value
'Knowledge Management' and 'Employee Engagement' are examples of what?,Financial Metrics,Operational Efficiency,Risk & Intangible Benefits,Strategic Value,Risk & Intangible Benefits
Which of these is NOT listed as an advantage of Cloud Technology?,Cost efficiency,Increased scalability,Enhanced security,Requires physical infrastructure,Requires physical infrastructure
"Which cloud service is like renting a complete application, such as Google Docs or Salesforce?",Infrastructure as a Service (IaaS),Platform as a Service (PaaS),Software as a Service (SaaS),Big Data (BDaaS),Software as a Service (SaaS)
"Hadoop, Spark, and Hive are given as examples of what?",Big Data Tools,Business Intelligence Tools,Collaboration Tools,Project Management Tools,Big Data Tools
Microsoft Office 365 and Google Workspace are given as examples of what?,Big Data Tools,Business Intelligence Tools,Collaboration Tools,Project Management Tools,Collaboration Tools
"Yammer is given as an example of an 'Enterprise social network', which falls under what category of tools?",Collaboration Tools,Communication Tools,Project Management Tools,Big Data Tools,Communication Tools
"Jira, Trello, and Asana are given as examples of what?",Collaboration Tools,Communication Tools,Project Management Tools,Big Data Tools,Project Management Tools
What device is explicitly mentioned as being used by 'Packet switching'?,Modems,Firewalls,Routers,Web Servers,Routers
How many bits are in an IPv6 address?,32-bit,64-bit,128-bit,256-bit,128-bit
"In the Client/Server model, a 'web server hosting a website' is an example of what?",Client,Server,Network,Protocol,Server
What markup language is 'Designed to describe data and information'?,HTML,XML,HTTP,TCP,XML
"According to the comparison table, which term (E-commerce or E-business) 'Encompasses all business activities conducted online'?",E-commerce,E-business,Both,Neither,E-business
"According to the comparison table, which term (E-commerce or E-business) 'Focuses on online transactions such as buying, selling, and payments'?",E-commerce,E-business,Both,Neither,E-commerce
"According to the comparison table, CRM and ERP are part of which concept?",E-commerce,E-business,S-commerce,M-commerce,E-business
Which characteristic of B2B e-commerce distinguishes it from B2C?,Focus on marketing,Large customer base,Larger transaction values and longer sales cycles,Peer-to-peer interactions,Larger transaction values and longer sales cycles
Netflix is given as an example of which e-commerce model?,B2C,B2B,C2C,C2B,B2C
Salesforce is given as an example of which e-commerce model?,B2C,B2B,C2C,C2B,B2B
OLX is given as an example of which e-commerce model?,B2C,B2B,C2C,C2B,C2C
Upwork is given as an example of which e-commerce model?,B2C,B2B,C2C,C2B,C2B
Facebook is given as an example of which e-commerce model?,M-commerce,Social E-commerce,B2B,C2B,Social E-commerce
What is the first topic (T1) listed in the 'Course Topics' slide?,Information Systems and People,Information Systems and Strategy,Databases and Data Warehouses,Systems Development and Procurement,Information Systems and People
What is the definition of 'Digital Transformation (DT)'?,A group of people managed to meet objectives,The integration of digital technology into all areas of a business,A set of activities designed to achieve a task,Raw facts,The integration of digital technology into all areas of a business
Which information concept is described as 'Raw facts'?,Data,Information,Knowledge,Wisdom,Data
"Which information concept 'Describes ""how""'?",Data,Information,Knowledge,Wisdom,Knowledge
What is the IS activity 'Converting data into useful outputs'?,Input,Processing,Output,Feedback,Processing
"What is the IS activity 'Production of useful information, usually in the form of documents and reports'?",Input,Processing,Output,Feedback,Output
Which characteristic of valuable information means 'error free'?,Accurate,Complete,Economical,Flexible,Accurate
Which characteristic of valuable information means 'Usable for a variety of purposes'?,Accurate,Complete,Economical,Flexible,Flexible
"What IS role involves 'the design, operation, and improvement of the systems and processes'?",Managing Operations,Supporting Customer Interaction,Making Decisions,Gaining Competitive Advantage,Managing Operations
What is defined as 'Anything that gives a firm a lead over its rivals'?,Business Intelligence,Competitive Advantage,Individual Productivity,A Business Process,Competitive Advantage
What does BPM (Business Process Management) focus on?,"Designing, optimizing, and streamlining processes","Hardware, software, and telecommunications",Gathering and capturing raw data,Eliciting requirements from stakeholders,"Designing, optimizing, and streamlining processes"
What stage of the Information Processing Cycle involves 'the computer... fed with the data from its user'?,Input,Processing,Output,Storage,Input
What stage of the Information Processing Cycle involves 'the organized data (information) is kept for future use'?,Input,Processing,Output,Storage,Input
What is the 'Software Development Life Cycle (SDLC)'?,The general steps to build software,A formalized approach to maintain a system,A type of software,A way to value information systems,The general steps to build software
What is the first phase of the SDLC?,Design,Implementation,Testing,Requirement Gathering & Analysis,Requirement Gathering & Analysis
What is the final phase of the SDLC?,Testing,Deployment,Maintenance,Design,Maintenance
"What type of requirements define 'performance, reliability, usability, etc.'?",Functional requirements,Non-functional requirements,Business requirements,Design requirements,Non-functional requirements
Who makes the 'Go/No Go' decision in the SDLC?,Developers,Sponsor and steering committee,End users,Testers,Sponsor and steering committee
What does HLD (High-Level Design) define?,Components and algorithms,The overall system architecture,Database design,UI/UX design,The overall system architecture
What does LLD (Low-Level Design) define?,Components and algorithms,The overall system architecture,API design,Infrastructure design,Components and algorithms
What is 'Unit Testing'?,Testing individual components in isolation,Testing how modules work together,An end-to-end test of the system,Testing performed by end users,Testing individual components in isolation
What is 'User Acceptance Testing (UAT)'?,Testing individual components in isolation,Testing how modules work together,An end-to-end test of the system,Testing performed by end users,Testing performed by end users
What is an 'As-is-System'?,A new system being built,The current system being maintained or enhanced,A system that failed testing,A system design model,The current system being maintained or enhanced
What is a 'To-be-System'?,A new system being built,The current system being maintained or enhanced,A system that is obsolete,A system design model,A new system being built
What is a major 'con' of the Waterfall Development model?,It is too flexible,Deliverables created for each phase are considered frozen,It has too much customer feedback,It is too fast,Deliverables created for each phase are considered frozen
Which methodology 'evolved to address the lengthy time frame of waterfall'?,Parallel Development,Iterative Development,Agile Development,RAD,Parallel Development
Which methodology breaks the project into 'a series of versions that are developed sequentially'?,Waterfall Development,Parallel Development,Iterative Development,Agile Development,Iterative Development
What does the 'I' in the Agile Values mnemonic 'I Work with Customer to Respond' stand for?,Individuals and interactions,Implementation,Infrastructure,Intranet,Individuals and interactions
What does the 'Work' in the Agile Values mnemonic stand for?,Work-life balance,Working software,Work breakdown structure,Workflow management,Working software
Which Agile Value states 'Individuals and interactions over...'?,...comprehensive documentation,...contract negotiation,...following a plan,...processes and tools,...processes and tools
Which Agile Value states 'Working software over...'?,...comprehensive documentation,...contract negotiation,...following a plan,...processes and tools,...comprehensive documentation
Which Agile Value states 'Customer collaboration over...'?,...comprehensive documentation,...contract negotiation,...following a plan,...processes and tools,...contract negotiation
Which Agile Value states 'Responding to change over...'?,...comprehensive documentation,...contract negotiation,...following a plan,...processes and tools,...following a plan
What is the 'backlog' in Agile development?,A list of all project risks,"An ordered list of all the work, presented in story form",A document of all failed tests,A contract signed by the customer,"An ordered list of all the work, presented in story form"
"What is Agile Principle #10, also known as 'KISS'?",Keep It Simple Stupid,Keep It Secure Stupid,Keep It Safe Stupid,Keep It Strong Stupid,Keep It Simple Stupid
Which of these is a criterion for selecting a methodology?,System complexity,The project manager's name,The color of the company logo,The number of developers,System complexity
What is a 'change agent' in the context of IS?,A systems analyst,A programmer,A stakeholder,A manager,A systems analyst
Which Systems Analyst skill relates to understanding the 'organization's existing technical environment'?,Technical skills,Business skills,Analytical skills,Interpersonal skills,Technical skills
Which Systems Analyst skill is needed to 'ensure that the IT delivers real business value'?,Technical skills,Business skills,Analytical skills,Interpersonal skills,Business skills
Which Systems Analyst role 'Focuses on the IS issues surrounding the system'?,System analyst role,Business analyst role,Infrastructure analyst role,Project manager role,System analyst role
Which Systems Analyst role 'Focuses on the business issues surrounding the system'?,System analyst role,Business analyst role,Infrastructure analyst role,Project manager role,Business analyst role
Which Systems Analyst role 'Focuses on technical issues' like hardware and software?,System analyst role,Business analyst role,Infrastructure analyst role,Project manager role,Infrastructure analyst role
Which Systems Analyst role 'Ensures that the project is completed on time and within budget'?,System analyst role,Business analyst role,Infrastructure analyst role,Project manager role,Project manager role
What is 'Investment in Information Systems'?,The allocation of resources to develop and maintain IT and systems,The profit made from selling software,The cost of a single computer,The salary of the project manager,The allocation of resources to develop and maintain IT and systems
"Investing in servers, networks, and cloud storage is an example of what type of investment?",Infrastructure,Applications and Software,Data Analytics and BI,Cybersecurity,Infrastructure
"Investing in ERP, CRM, or SCM systems is an example of what type of investment?",Infrastructure,Applications and Software,Data Analytics and BI,Cybersecurity,Applications and Software
"Investing in firewalls, encryption, and intrusion detection is an example of what type of investment?",Infrastructure,Applications and Software,Data Analytics and BI,Cybersecurity,Cybersecurity
What IS investment challenge refers to technology becoming 'obsolete too soon'?,High Upfront Costs,Rapid Technology Changes,Change Management,Security Concerns,Rapid Technology Changes
What way of valuing IS is defined as 'Doing things faster'?,Automating,Informating,Strategizing,Calculating ROI,Automating
What way of valuing IS is defined as 'Doing things better'?,Automating,Informating,Strategizing,Calculating ROI,Informating
What way of valuing IS is defined as 'Doing things smarter'?,Automating,Informating,Strategizing,Calculating ROI,Strategizing
Using IS to 'automate assembly lines' is an example of what?,Automating,Informating,Strategizing,Change Management,Automating
Using IS to 'track customer purchases' and 'analyze buying patterns' is an example of what?,Automating,Informating,Strategizing,Change Management,Informating
Using an 'advanced CRM system to personalize marketing' is an example of what?,Automating,Informating,Strategizing,Change Management,Strategizing
What does 'ROI' stand for?,Return on Investment,Rate of Investment,Return on Infrastructure,Risk of Investment,Return on Investment
What metric is the 'Time required for the system to recover its cost'?,ROI,Payback Period,NPV,IRR,Payback Period
'Error Reduction' and 'Cycle Time Reduction' are metrics for what?,Financial Metrics,Operational Efficiency,Productivity Metrics,Strategic Value,Operational Efficiency
What does 'IaaS' stand for?,Internet as a Service,Infrastructure as a Service,Information as a Service,Investment as a Service,Infrastructure as a Service
What does 'PaaS' stand for?,Platform as a Service,Processing as a Service,People as a Service,Payment as a Service,Platform as a Service
What does 'SaaS' stand for?,Software as a Service,System as a Service,Storage as a Service,Security as a Service,Software as a Service
Microsoft Power BI is an example of what kind of tool?,Big Data Tool,Business Intelligence Tool,Collaboration Tool,Communication Tool,Business Intelligence Tool
Microsoft Office 365 and Google Workspace are examples of what?,Big Data Tools,Business Intelligence Tools,Collaboration Tools,Communication Tools,Collaboration Tools
"Jira, Trello, and Asana are examples of what?",Big Data Tools,Business Intelligence Tools,Collaboration Tools,Project Management Tools,Project Management Tools
What is a 'private network within a single company'?,Internet,Intranet,Extranet,Web,Intranet
What 'extends an intranet beyond a company to customers'?,Internet,Intranet,Extranet,Web,Extranet
What 'Slices digital messages into packets'?,Packet switching,TCP,IP,HTTP,Packet switching
What protocol 'is responsible for addressing and routing packets'?,TCP,IP,HTTP,HTML,IP
What protocol 'ensures reliable communication' and 'handles assembly of packets'?,TCP,IP,HTTP,HTML,TCP
"In client/server computing, what role 'Initiates requests'?",Client,Server,Router,Intranet,Client
"In client/server computing, what role 'Provides services'?",Client,Server,Router,Intranet,Server
What does 'HTML' stand for?,Hypertext Transfer Protocol,Hypertext Markup Language,High-Level Text Language,Hyperlink Markup Language,Hypertext Markup Language
What does 'XML' stand for?,eXtensible Markup Language,eXternal Markup Language,eXtra Markup Language,eXample Markup Language,eXtensible Markup Language
What is 'E-commerce'?,The use of the internet and web to transact business,Digital enabling of internal processes,A type of cloud service,A project management tool,The use of the internet and web to transact business
What is 'E-business'?,Only buying and selling online,Digital enabling of transactions and processes within a firm,A type of software,A social network,Digital enabling of transactions and processes within a firm
Amazon and eBay are examples of what aspect in the E-commerce vs E-business table?,E-commerce,E-business,Both,Neither,E-commerce
CRM and ERP are examples of activities in which concept?,E-commerce,E-business,M-commerce,S-commerce,E-business
Which feature of E-commerce means it's 'available everywhere... anytime'?,Ubiquity,Global reach,Interactivity,Information density,Ubiquity
Which feature of E-commerce means it 'reaches across national boundaries'?,Ubiquity,Global reach,Interactivity,Information density,Global reach
"Which feature of E-commerce involves 'Video, audio, and text marketing messages'?",Information richness,Interactivity,Personalization,Social technology,Information richness
Which feature of E-commerce involves 'User-generated content and social networks'?,Information richness,Interactivity,Personalization,Social technology,Social technology
Amazon selling to an individual is an example of which model?,B2C,B2B,C2C,C2B,B2C
Salesforce selling to another company is an example of which model?,B2C,B2B,C2C,C2B,B2B
A user selling a product on eBay or OLX is an example of which model?,B2C,B2B,C2C,C2B,C2C
A freelance designer offering services on Upwork is an example of which model?,B2C,B2B,C2C,C2B,C2B
E-commerce enabled by mobile devices is called what?,M-commerce,S-commerce,B2B,C2C,M-commerce
E-commerce enabled by social networks like Facebook is called what?,M-commerce,S-commerce,B2B,C2C,S-commerce
What is the third topic (T3) listed in the 'Course Topics' slide?,Information Systems and People,Information and Communications: Enterprise Architecture,Databases and Data Warehouses,Systems Development and Procurement,Information and Communications: Enterprise Architecture
Learning Objective #3 states to 'Discuss the various components of any Information System and...'?,...the role of each one,...their cost,...how to program them,...their history,...the role of each one
What is the opposite of a 'computer-based information system' mentioned on page 9 of Lec 1?,Manual information system,Digital Transformation system,Cloud-based system,Legacy system,Manual information system
"In the 'Information Processing Cycle', which stage comes immediately after 'Processing'?",Input,Storage,Output,Feedback,Output
"In the 'Information Processing Cycle', which stage comes immediately after 'Output'?",Input,Storage,Processing,Feedback,Storage
"What is the 'primary measure of progress' in Agile, according to V2?",Comprehensive documentation,Working software,Following a plan,Contract negotiation,Working software
"According to the 'SDLC' slide (Lec 2, Page 3), is the number of phases fixed?","Yes, it is always 6","Yes, it is always 5","No, it is varied depending on organization's needs","No, it is always more than 10","No, it is varied depending on organization's needs"
"In the 'Requirement Gathering & Analysis' phase, what is an example of a technique used?",Interviews,Writing code,Unit testing,Deploying to production,Interviews
What does 'API' stand for in the 'Design' phase slide?,Application Protocol Interface,Application Programming Integration,Architecture Programming Interface,Application Programming Interface,Application Programming Interface
"What is the name of the final testing phase, 'performed by end users or clients'?",Unit Testing,Integration Testing,System Testing,User Acceptance Testing (UAT),User Acceptance Testing (UAT)
Why might 'system outages' be required during the 'Deployment' phase?,To perform software and hardware updates,To train users,To gather requirements,To fix bugs found in production,To perform software and hardware updates
What is a 'pro' of the Waterfall Development model related to 'management control'?,"Good for management control (plan, staff, track)",Little opportunity for customer preview,All requirements must be known upfront,Deliverables are frozen,"Good for management control (plan, staff, track)"
What is a 'pro' of the Waterfall Development model related to 'inexperienced staff'?,It is very fast,Provides structure to inexperienced staff,It allows for many changes,It has a lot of customer feedback,Provides structure to inexperienced staff
Which RAD methodology 'breaks the overall project into a series of versions that are developed sequentially'?,Iterative Development,Parallel Development,AgVile Development,Waterfall Development,Iterative Development
What is the first of the 4 Agile Values listed?,Working software over comprehensive documentation,Individuals and interactions over processes and tools,Customer collaboration over contract negotiation,Responding to change over following a plan,Individuals and interactions over processes and tools
What is the third of the 4 Agile Values listed?,Working software over comprehensive documentation,Individuals and interactions over processes and tools,Customer collaboration over contract negotiation,Responding to change over following a plan,Customer collaboration over contract negotiation
The image of a happy computer lifting weights next to sad documents represents which Agile value?,V1: Individuals and Interactions,V2: Working Software,V3: Customer Collaboration,V4: Responding to Change,V2: Working Software
The image with the Arabic text 'Your Feedback is Highly Appreciated' represents which Agile value?,V1: Individuals and Interactions,V2: Working Software,V3: Customer Collaboration,V4: Responding to Change,V3: Customer Collaboration
What is Agile Principle #1?,Welcome change,Satisfy the customer,Deliver frequently,Work together,Satisfy the customer
What is Agile Principle #2?,Welcome change,Satisfy the customer,Deliver frequently,Work together,Welcome change
What is Agile Principle #3?,Welcome change,Satisfy the customer,Deliver frequently,Work together,Deliver frequently
What is Agile Principle #6?,Trust and support,Face-to-face conversation,Working software,Sustainable development,Face-to-face conversation
What is Agile Principle #8?,Trust and support,Face-to-face conversation,Working software,Sustainable development,Sustainable development
What is Agile Principle #11?,Maintain simplicity,Self-organizing teams,Reflect and adjust,Continuous attention,Self-organizing teams
What is Agile Principle #12?,Maintain simplicity,Self-organizing teams,Reflect and adjust,Continuous attention,Reflect and adjust
Which analyst skill helps 'manage the pressure and risks associated with unclear situations'?,Technical,Business,Interpersonal,Management,Management
"What is defined as 'investing in foundational technologies like servers, networks, databases, and cloud storage'?",Infrastructure investment,Applications and Software investment,Cybersecurity investment,Data Analytics investment,Infrastructure investment
What is defined as 'investing in specialized software to improve specific business functions'?,Infrastructure investment,Applications and Software investment,Cybersecurity investment,Data Analytics investment,Applications and Software investment
What is defined as 'investments in... tools... that transform raw data into actionable insights'?,Infrastructure investment,Applications and Software investment,Data Analytics and BI investment,Cybersecurity investment,Data Analytics and BI investment
"What is defined as 'investing in security measures like firewalls, encryption, and intrusion detection'?",Infrastructure investment,Applications and Software investment,Data Analytics and BI investment,Cybersecurity investment,Cybersecurity investment
The value 'Automating' is defined as 'Doing things...'?,...faster,...better,...smarter,...cheaper,...faster
The value 'Informating' is defined as 'Doing things...'?,...faster,...better,...smarter,...cheaper,...better
The value 'Strategizing' is defined as 'Doing things...'?,...faster,...better,...smarter,...cheaper,...smarter
What financial metric assesses 'long-term financial benefits versus investment'?,ROI,Payback Period,NPV and IRR,Error Reduction,NPV and IRR
'Employee Productivity' and 'Task Completion Rate' are examples of what kind of metrics?,Financial Metrics,Operational Efficiency,Productivity Metrics,Customer-Related Metrics,Productivity Metrics
'Data Security & Compliance' and 'Knowledge Management' are examples of what?,Financial Metrics,Strategic Value,Risk & Intangible Benefits,Customer-Related Metrics,Risk & Intangible Benefits
"In the ROI example, what was the 'Initial Implementation Costs' total?","\$50,000","\$65,000","\$15,000","\$80,000","\$65,000"
"In the ROI example, what was the 'Ongoing Annual Costs' total?","\$50,000","\$65,000","\$15,000","\$80,000","\$15,000"
"In the ROI example, which benefit provided the most value?","Increased Sales (\$100,000)","Cost Savings (\$10,000)","Retention Improvement (\$15,000)","Hardware (\$10,000)","Increased Sales (\$100,000)"
Which of these is NOT listed as a 'Technological Building Block' in Lec 6?,Cloud Technology,IoT,Augmented Reality,Quantum Computing,Quantum Computing
What is 'IoT' (listed as a building block)?,Internet of Things,Internal of Things,Investment in Technology,Internet on Time,Internet of Things
Which cloud service 'Provides virtualized computing resources... such as virtual machines and storage'?,IaaS,PaaS,SaaS,BI,IaaS
Which cloud service 'Offers hardware and software tools for application development'?,IaaS,PaaS,SaaS,BI,PaaS
Which cloud service 'Delivers software applications over the internet on a subscription basis'?,IaaS,PaaS,SaaS,BI,SaaS
What is the 'worldwide network of computer networks built on common standards'?,Internet,Intranet,Extranet,World Wide Web,Internet
What is 'an information system running on internet infrastructure that provides access to billions of web pages'?,Internet,Intranet,Extranet,World Wide Web,World Wide Web
What is the 'standard markup language for Web pages'?,HTML,XML,HTTP,IP,HTML
What does TCP (Transmission Control Protocol) do?,Handles assembly and reassembly of packets,Is responsible for addressing and routing,Defines web page structure,Describes data,Handles assembly and reassembly of packets
What does IP (Internet Protocol) do?,Handles assembly and reassembly of packets,Is responsible for addressing and routing,Defines web page structure,Describes data,Is responsible for addressing and routing
A 'web browser accessing a website' is an example of what?,Client,Server,Router,Protocol,Client
A 'database server managing data access' is an example of what?,Client,Server,Router,Protocol,Server
What are 'Text formatted with embedded links'?,Hypertext,HTML,XML,HTTP,Hypertext
"Which E-commerce feature means the 'technology reaches across national boundaries, around the earth'?",Ubiquity,Global reach,Information richness,Interactivity,Global reach
Which E-commerce feature involves 'Personalization of marketing messages and customization of products'?,Information density,Interactivity,Personalization/Customization,Social technology,Personalization/Customization
Which E-commerce feature relates to 'User-generated content and social networks'?,Information density,Interactivity,Personalization/Customization,Social technology,Social technology
Netflix is an example of which E-commerce model?,B2C,B2B,C2C,C2B,B2C
Salesforce is an example of which E-commerce model?,B2C,B2B,C2C,C2B,B2B
eBay and OLX are examples of which E-commerce model?,B2C,B2B,C2C,C2B,C2C
Upwork is an example of which E-commerce model?,B2C,B2B,C2C,C2B,C2B
M-commerce' refers to e-commerce using what?,Social media,Mobile devices,Business contracts,Internal networks,Mobile devices
'S-commerce' refers to e-commerce enabled by what?,Social networks,Secure servers,Software as a Service,System development,Social networks
